,Unnamed: 0,Make,Model,Variant,Cylinders,Doors,Seating_Capacity,Gears,Ex-Showroom_Price,Fuel_Type,Drivetrain,Displacement,City_Mileage,Kerb_Weight,Cylinder_Configuration,Doors.1,Body_Type,Emission_Norm,Fuel_System,Fuel_Tank_Capacity,Height,Length,Width,Front_Brakes,Rear_Brakes,Power_Steering,Power,Torque,Odometer,Speedometer,Type,Wheelbase,Handbrake,Launch_Date
651,651,Mahindra,Marazzo,M6 8 Str,4.0,5.0,8.0,6,"Rs. 13,16,690",Diesel,FWD (Front Wheel Drive),1497 cc,,,In-line,5.0,MPV,BS IV,Injection,45 litres,1774 mm,4585 mm,1866 mm,Ventilated Disc,Ventilated Disc,Electric Power,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,Manual,2760 mm,Manual,2020-10-05
652,652,Mahindra,Marazzo,M8 8 Str,4.0,5.0,8.0,6,"Rs. 14,76,538",Diesel,FWD (Front Wheel Drive),1497 cc,,,In-line,5.0,MPV,BS IV,Injection,45 litres,1774 mm,4585 mm,1866 mm,Ventilated Disc,Ventilated Disc,Electric Power,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,"Analog, Digital",Manual,2760 mm,Manual,2019-06-22
653,653,Mahindra,Scorpio,S3 2Wd,4.0,5.0,9.0,5,"Rs. 9,99,994",Diesel,FWD (Front Wheel Drive),2523 cc,11.5 km/litre,,In-line,5.0,SUV,BS IV,Injection,60 litres,1930 mm,4456 mm,1820 mm,Ventilated Disc,Drum,Hydraulic Power,75PS@3200rpm,200Nm@1400-2200rpm,Digital,Analog,Manual,2680 mm,Manual,2019-03-24
654,654,Mahindra,Scorpio,4Wd Getaway,4.0,5.0,5.0,5,"Rs. 12,36,258",Diesel,4WD,2179 cc,8.1 km/litre,1865 kg,In-line,5.0,SUV,BS IV,Injection,80 litres,1874 mm,5118 mm,1850 mm,Solid Disc,Drum,Electric Power,121PS@4000rpm,280Nm@1800-2800rpm,Digital,Analog,Manual,3040 mm,Manual,2019-10-16
655,655,Mahindra,Scorpio,2Wd Getaway,4.0,5.0,5.0,5,"Rs. 11,23,158",Diesel,RWD (Rear Wheel Drive),2179 cc,9.4 km/litre,2510 kg,In-line,5.0,SUV,BS IV,Injection,80 litres,1874 mm,5118 mm,1850 mm,Solid Disc,Drum,Electric Power,121PS@4000rpm,280Nm@1800-2800rpm,Digital,Analog,Manual,3040 mm,Manual,2020-11-13
656,656,Mahindra,Scorpio,S5 2Wd,4.0,5.0,9.0,5,"Rs. 12,20,030",Diesel,FWD (Front Wheel Drive),2179 cc,11.5 km/litre,,In-line,5.0,SUV,BS IV,Injection,60 litres,1995 mm,4456 mm,1820 mm,Ventilated Disc,Drum,Hydraulic Power,120PS@4000RPM,280Nm@1800-2800rpm,Digital,Analog,Manual,2680 mm,Manual,2022-02-19
657,657,Mahindra,Scorpio,S7 120 2Wd,4.0,5.0,9.0,5,"Rs. 13,30,006",Diesel,FWD (Front Wheel Drive),2179 cc,11.5 km/litre,,In-line,5.0,SUV,BS IV,Injection,60 litres,1995 mm,4456 mm,1820 mm,Ventilated Disc,Drum,Hydraulic Power,120PS@4000RPM,280Nm@1800-2800rpm,Digital,Analog,Manual,2680 mm,Manual,2021-08-26
658,658,Mahindra,Scorpio,S7 140 2Wd,4.0,5.0,9.0,5,"Rs. 13,60,668",Diesel,FWD (Front Wheel Drive),2179 cc,11.5 km/litre,,In-line,5.0,SUV,BS IV,Injection,60 litres,1995 mm,4456 mm,1820 mm,Ventilated Disc,Drum,Hydraulic Power,140PS@3750rpm,320Nm@1500-2800rpm,Digital,Analog,Manual,2680 mm,Manual,2019-03-04
659,659,Mahindra,Scorpio,S11 2Wd,4.0,5.0,9.0,5,"Rs. 15,40,081",Diesel,FWD (Front Wheel Drive),2179 cc,11.5 km/litre,,In-line,5.0,SUV,BS IV,Injection,60 litres,1995 mm,4456 mm,1820 mm,Ventilated Disc,Drum,Hydraulic Power,140PS@3750rpm,320Nm@1500-2800rpm,Digital,Analog,Manual,2680 mm,Manual,2021-03-22
660,660,Mahindra,Scorpio,S11 4Wd,4.0,5.0,9.0,5,"Rs. 16,63,054",Diesel,FWD (Front Wheel Drive),2179 cc,11.5 km/litre,,In-line,5.0,SUV,BS IV,Injection,60 litres,1995 mm,4456 mm,1820 mm,Ventilated Disc,Drum,Hydraulic Power,140PS@3750rpm,320Nm@1500-2800rpm,Digital,Analog,Manual,2680 mm,Manual,2019-04-28
661,661,Mahindra,Scorpio,S9 2Wd,4.0,5.0,9.0,6,"Rs. 14,23,710",Diesel,FWD (Front Wheel Drive),2179 cc,11.5 km/litre,,In-line,5.0,SUV,BS IV,Injection,60 litres,1995 mm,4456 mm,1820 mm,Ventilated Disc,Drum,Hydraulic Power,140PS@3750rpm,320Nm@1500-2800rpm,Digital,Analog,Manual,2680 mm,Manual,2020-06-28
662,662,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi At,4.0,4.0,5.0,7,"Rs. 14,25,599",Diesel,FWD (Front Wheel Drive),1498 cc,18 km/litre,1228 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Automatic,2552 mm,Manual,2021-11-12
663,663,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi At,4.0,4.0,5.0,7,"Rs. 12,69,599",Petrol,FWD (Front Wheel Drive),1598 cc,12 km/litre,1187 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Automatic,2552 mm,Manual,2019-11-27
664,664,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi Mt,4.0,4.0,5.0,5,"Rs. 12,99,599",Diesel,FWD (Front Wheel Drive),1498 cc,18 km/litre,1210 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Manual,2552 mm,Manual,2022-01-11
665,665,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi Mt,4.0,4.0,5.0,5,"Rs. 11,39,599",Petrol,FWD (Front Wheel Drive),1598 cc,12 km/litre,1137 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Manual,2552 mm,Manual,2019-07-02
666,666,Mahindra,Xuv500,G At,4.0,5.0,7.0,6,"Rs. 16,10,180",Petrol,FWD (Front Wheel Drive),2179 cc,,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,140PS@4500rpm,320Nm@2000 - 3000rpm,Digital,Analog,Automatic,2700 mm,Manual,2019-12-23
667,667,Mahindra,Xuv500,W7,4.0,5.0,7.0,6,"Rs. 14,18,313",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Solid Disc,Solid Disc,Hydraulic Power,155PS@3750rpm,330Nm@1750-2800rpm,,,Manual,2700 mm,Manual,2019-01-25
668,668,Mahindra,Xuv500,W7 At,4.0,5.0,7.0,6,"Rs. 15,39,488",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Automatic,2700 mm,Manual,2019-11-05
669,669,Mahindra,Xuv500,W9,4.0,5.0,7.0,6,"Rs. 15,88,943",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Manual,2700 mm,Manual,2019-07-31
670,670,Mahindra,Xuv500,W9 At,4.0,5.0,7.0,6,"Rs. 17,10,118",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Automatic,2700 mm,Manual,2022-02-26
671,671,Mahindra,Xuv500,W11,4.0,5.0,7.0,6,"Rs. 17,16,319",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Manual,2700 mm,Manual,2020-02-05
672,672,Mahindra,Xuv500,W11 At,4.0,5.0,7.0,6,"Rs. 18,37,586",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Automatic,2700 mm,Manual,2021-04-22
673,673,Mahindra,Xuv500,W11 (O),4.0,5.0,7.0,6,"Rs. 17,41,319",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Manual,2700 mm,Manual,2019-12-18
674,674,Mahindra,Xuv500,W11 (O) At,4.0,5.0,7.0,6,"Rs. 18,62,586",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Automatic,2700 mm,Manual,2020-12-14
675,675,Mahindra,Xuv500,G At,4.0,5.0,7.0,6,"Rs. 16,10,180",Petrol,FWD (Front Wheel Drive),2179 cc,,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,140PS@4500rpm,320Nm@2000 - 3000rpm,Digital,Analog,Automatic,2700 mm,Manual,2020-04-02
676,676,Mahindra,Xuv500,W7,4.0,5.0,7.0,6,"Rs. 14,18,313",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Solid Disc,Solid Disc,Hydraulic Power,155PS@3750rpm,330Nm@1750-2800rpm,,,Manual,2700 mm,Manual,2019-07-15
677,677,Mahindra,Xuv500,W7 At,4.0,5.0,7.0,6,"Rs. 15,39,488",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Automatic,2700 mm,Manual,2021-09-18
678,678,Mahindra,Xuv500,W9,4.0,5.0,7.0,6,"Rs. 15,88,943",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Manual,2700 mm,Manual,2019-04-02
679,679,Mahindra,Xuv500,W9 At,4.0,5.0,7.0,6,"Rs. 17,10,118",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Automatic,2700 mm,Manual,2019-01-28
680,680,Mahindra,Xuv500,W11,4.0,5.0,7.0,6,"Rs. 17,16,319",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Manual,2700 mm,Manual,2019-04-16
681,681,Mahindra,Xuv500,W11 At,4.0,5.0,7.0,6,"Rs. 18,37,586",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Automatic,2700 mm,Manual,2022-01-29
682,682,Mahindra,Xuv500,W11 (O),4.0,5.0,7.0,6,"Rs. 17,41,319",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Manual,2700 mm,Manual,2020-11-15
683,683,Mahindra,Xuv500,W11 (O) At,4.0,5.0,7.0,6,"Rs. 18,62,586",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Automatic,2700 mm,Manual,2020-11-14
684,684,Mahindra,Xuv500,W11 (O) Awd,4.0,5.0,7.0,6,"Rs. 18,52,488",Diesel,AWD (All Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Manual,2700 mm,Manual,2019-01-10
685,685,Mahindra,Xuv500,W11 (O) Awd At,4.0,5.0,7.0,6,"Rs. 19,73,664",Diesel,AWD (All Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Automatic,2700 mm,Manual,2021-03-30
686,686,Mahindra,Xuv500,W3,4.0,5.0,7.0,6,"Rs. 12,30,924",Diesel,FWD (Front Wheel Drive),2179 cc,16 km/litre,1785 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1785 mm,4585 mm,1890 mm,Ventilated Disc,Ventilated Disc,Electric Power,155PS@3750rpm,360Nm@1750-2800rpm,Digital,Analog,Manual,2700 mm,Manual,2021-07-19
687,687,Mahindra,E Verito,D4,,4.0,5.0,,"Rs. 12,93,214",Electric,FWD (Front Wheel Drive),72 cc,110 km/litre,,,4.0,Sedan,,,,1540 mm,4247 mm,1740 mm,Ventilated Disc,Drum,Electro-Hydraulic,41PS@3500RPM,91Nm@3000rpm,Digital,Yes,Automatic,2630 mm,Manual,2019-11-09
688,688,Mahindra,E Verito,D2,,4.0,5.0,,"Rs. 12,67,208",Electric,FWD (Front Wheel Drive),72 cc,110 km/litre,,,4.0,Sedan,,,,1540 mm,4247 mm,1740 mm,Ventilated Disc,Drum,Electro-Hydraulic,41PS@3500RPM,91Nm@3000rpm,Digital,Analog,Automatic,2630 mm,Manual,2021-07-01
689,689,Mahindra,E Verito,D6,,4.0,5.0,,"Rs. 13,03,241",Electric,FWD (Front Wheel Drive),72 cc,110 km/litre,,,4.0,Sedan,,,,1540 mm,4247 mm,1740 mm,Ventilated Disc,Drum,Electro-Hydraulic,41PS@3500RPM,91Nm@3000rpm,Digital,Analog,Automatic,2630 mm,Manual,2021-05-03
690,690,Tata,Hexa,Xm Plus 4X2,4.0,5.0,7.0,6,"Rs. 16,39,374",Diesel,RWD (Rear Wheel Drive),2179 cc,14 km/litre,2280 kg,In-line,5.0,SUV,BS IV,Injection,60 litres,1791 mm,4788 mm,1903 mm,Ventilated Disc,Ventilated Disc,Electric Power,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Manual,2850 mm,Manual,2019-11-26
691,691,Tata,Hexa,Xt 4X4,,5.0,6.0,6,"Rs. 19,29,417",Diesel,RWD (Rear Wheel Drive),2179 cc,14 km/litre,2280 kg,In-line,5.0,SUV,BS IV,Injection,60 litres,1791 mm,4788 mm,1903 mm,Ventilated Disc,Ventilated Disc,Electric Power,156PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,Manual,2850 mm,Manual,2022-02-22
692,692,Tata,Hexa,Xta 4X2,4.0,5.0,6.0,6,"Rs. 19,12,593",Diesel,AWD (All Wheel Drive),2179 cc,14 km/litre,2280 kg,In-line,5.0,SUV,BS IV,Injection,60 litres,1791 mm,4788 mm,1903 mm,Ventilated Disc,Ventilated Disc,Electric Power,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Automatic,2850 mm,Manual,2021-07-30
693,693,Tata,Hexa,Xt 4X2,4.0,5.0,6.0,6,"Rs. 17,96,458",Diesel,RWD (Rear Wheel Drive),2179 cc,14 km/litre,2280 kg,In-line,5.0,SUV,BS IV,Injection,,1791 mm,4788 mm,1903 mm,Ventilated Disc,Ventilated Disc,Electric Power,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Manual,2850 mm,Manual,2019-07-17
694,694,Tata,Hexa,Xe 4X2,4.0,5.0,7.0,5,"Rs. 13,71,864",Diesel,RWD (Rear Wheel Drive),2179 cc,14 km/litre,2280 kg,In-line,5.0,SUV,BS IV,Injection,60 litres,1791 mm,4788 mm,1903 mm,Ventilated Disc,Ventilated Disc,Electric Power,150PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,Manual,2850 mm,Manual,2022-01-24
695,695,Tata,Hexa,Xm 4X2,4.0,5.0,7.0,6,"Rs. 15,31,377",Diesel,RWD (Rear Wheel Drive),2179 cc,14 km/litre,2280 kg,In-line,5.0,SUV,BS IV,Injection,60 litres,1791 mm,4788 mm,1903 mm,Ventilated Disc,Ventilated Disc,Electric Power,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Manual,2850 mm,Manual,2019-05-02
696,696,Tata,Hexa,Xma 4X2,4.0,5.0,7.0,6,"Rs. 16,55,587",Diesel,RWD (Rear Wheel Drive),2179 cc,14 km/litre,2280 kg,In-line,5.0,SUV,BS IV,Injection,,1791 mm,4788 mm,1903 mm,Ventilated Disc,Ventilated Disc,Electric Power,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Automatic,2850 mm,Manual,2020-12-12
697,697,Toyota,Innova Crysta,2.4 Gx 7 Str,4.0,5.0,7.0,5,"Rs. 16,05,000",Diesel,RWD (Rear Wheel Drive),2393 cc,12 km/litre,1805 kg,In-line,5.0,MUV,BS VI,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Manual,2750 mm,Manual,2021-03-08
698,698,Toyota,Innova Crysta,2.4 Vx 7 Str,4.0,5.0,7.0,5,"Rs. 19,27,000",Diesel,RWD (Rear Wheel Drive),2393 cc,12 km/litre,1815 kg,In-line,5.0,MUV,BS IV,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Manual,2750 mm,Manual,2020-03-26
699,699,Toyota,Innova Crysta,2.4 Gx 8 Str,4.0,5.0,8.0,5,"Rs. 16,10,000",Diesel,RWD (Rear Wheel Drive),2393 cc,12 km/litre,1825 kg,In-line,5.0,MUV,BS VI,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Manual,2750 mm,Manual,2022-03-23
700,700,Toyota,Innova Crysta,2.4 Vx 8 Str,4.0,5.0,8.0,5,"Rs. 19,32,000",Diesel,RWD (Rear Wheel Drive),2393 cc,12 km/litre,1820 kg,In-line,5.0,MUV,BS VI,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Manual,2750 mm,Manual,2020-12-09
701,701,Toyota,Innova Crysta,2.4 Zx 7 Str,4.0,5.0,7.0,5,"Rs. 21,13,000",Diesel,RWD (Rear Wheel Drive),2393 cc,12 km/litre,1870 kg,In-line,5.0,MUV,BS VI,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Manual,2750 mm,Manual,2019-01-15
702,702,Toyota,Innova Crysta,2.7 Gx At 8 Str,4.0,5.0,8.0,6,"Rs. 16,20,000",Petrol,RWD (Rear Wheel Drive),2694 cc,11.2 km/litre,1825 kg,In-line,5.0,MUV,BS VI,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,166PS@5200rpm,245Nm@4000rpm,Digital,Analog,Automatic,2750 mm,Manual,2019-08-26
703,703,Toyota,Innova Crysta,2.7 Gx At 7 Str,4.0,5.0,7.0,6,"Rs. 16,15,000",Petrol,RWD (Rear Wheel Drive),2694 cc,11.2 km/litre,1825 kg,In-line,5.0,MUV,BS VI,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,166PS@3400rpm,245Nm@1200-3400RPM,Digital,Analog,Automatic,2750 mm,Manual,2020-12-05
704,704,Toyota,Innova Crysta,2.7 Zx At 7 Str,4.0,5.0,7.0,6,"Rs. 21,03,000",Petrol,RWD (Rear Wheel Drive),2393 cc,11.2 km/litre,1870 kg,In-line,5.0,MUV,BS IV,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,Digital,Analog,Automatic,2750 mm,Manual,2019-05-04
705,705,Toyota,Innova Crysta,2.7 Vx 7 Str,4.0,5.0,7.0,5,"Rs. 18,07,000",Petrol,RWD (Rear Wheel Drive),2393 cc,11.2 km/litre,1815 kg,In-line,5.0,MUV,BS IV,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Manual,2750 mm,Manual,2020-04-18
706,706,Toyota,Innova Crysta,2.7 Gx Mt 7 Str,4.0,5.0,7.0,6,"Rs. 14,93,000",Petrol,RWD (Rear Wheel Drive),2755 cc,11.2 km/litre,1825 kg,In-line,5.0,MUV,BS VI,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,174PS@3400rpm,360Nm@1200-3400rpm,Digital,Analog,Manual,2750 mm,Manual,2021-07-10
707,707,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,4.0,5.0,8.0,6,"Rs. 14,98,000",Petrol,RWD (Rear Wheel Drive),2755 cc,11.2 km/litre,1825 kg,In-line,5.0,MUV,BS VI,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,174PS@3400rpm,360Nm@1200-3400rpm,Digital,Analog,Manual,2750 mm,Manual,2020-11-25
708,708,Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,4.0,5.0,7.0,5,"Rs. 20,97,000",Diesel,RWD (Rear Wheel Drive),2393 cc,12 km/litre,1828 kg,In-line,5.0,MUV,BS VI,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Manual,2750 mm,Manual,2019-08-17
709,709,Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,4.0,5.0,7.0,5,"Rs. 18,92,000",Petrol,RWD (Rear Wheel Drive),2393 cc,11.2 km/litre,1815 kg,In-line,5.0,MUV,BS VI,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,166PS@5200rpm,245Nm@4000rpm,Digital,Analog,Manual,2750 mm,Manual,2021-08-08
710,710,Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,4.0,5.0,7.0,6,"Rs. 21,71,000",Petrol,RWD (Rear Wheel Drive),2694 cc,11.2 km/litre,1870 kg,In-line,5.0,MUV,BS VI,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,166PS@5200rpm,245Nm@4000rpm,Digital,Analog,Automatic,2750 mm,Manual,2020-10-05
711,711,Toyota,Innova Crysta,2.4 G Plus 7 Str,4.0,5.0,7.0,5,"Rs. 15,92,000",Diesel,RWD (Rear Wheel Drive),2393 cc,12 km/litre,1805 kg,In-line,5.0,MUV,BS VI,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Manual,2750 mm,Manual,2020-01-06
712,712,Toyota,Innova Crysta,2.4 G Plus 8 Str,4.0,5.0,8.0,5,"Rs. 15,87,000",Diesel,RWD (Rear Wheel Drive),2393 cc,12 km/litre,1825 kg,In-line,5.0,MUV,BS VI,Injection,55 litres,1795 mm,4735 mm,1830 mm,Ventilated Disc,Drum,Electric Power,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Manual,2750 mm,Manual,2020-08-20
713,713,Jeep,Compass,1.4 Limited At,6.0,5.0,5.0,,"Rs. 19,96,000",Petrol,FWD (Front Wheel Drive),1368 cc,,1562 kg,V,5.0,SUV,BS 6,Injection,60 litres,1640 mm,4395 mm,1818 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,162PS@3750rpm,250Nm@1750-2500rpm,Digital,Analog,Automatic,2636 mm,Automatic,2022-02-11
714,714,Jeep,Compass,1.4 Sport,6.0,5.0,5.0,,"Rs. 15,60,000",Petrol,FWD (Front Wheel Drive),1368 cc,,1537 kg,V,5.0,SUV,BS 6,Injection,60 litres,1640 mm,4395 mm,1818 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,162PS@3750rpm,250Nm@1750-2500rpm,Digital,Analog,Manual,2636 mm,Automatic,2022-02-23
715,715,Jeep,Compass,1.4 Limited (O) At,6.0,5.0,5.0,,"Rs. 20,55,000",Petrol,FWD (Front Wheel Drive),1368 cc,,1562 kg,V,5.0,SUV,BS 6,Injection,60 litres,1640 mm,4395 mm,1818 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,162PS@3750rpm,250Nm@1750-2500rpm,Digital,Analog,Automatic,2636 mm,Automatic,2019-02-13
716,716,Jeep,Compass,2.0 Sport,6.0,5.0,5.0,,"Rs. 16,61,000",Diesel,FWD (Front Wheel Drive),1956 cc,,1537 kg,V,5.0,SUV,BS 6,Injection,60 litres,1640 mm,4395 mm,1818 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Manual,2636 mm,Automatic,2022-01-31
